"wage","educ","exper","black_ind","smsa_ind","region"
134.68,14,2,0,1,"NE"
569.8,18,13,0,1,"NE"
712.25,15,21,0,1,"NE"
1222.7,17,33,0,1,"NE"
379.87,17,4,0,1,"NE"
277.78,11,2,0,1,"NE"
403.61,12,9,0,1,"NE"
379.87,12,20,1,1,"NE"
237.42,11,6,1,1,"NE"
237.42,16,4,1,1,"NE"
342.94,16,8,1,1,"NE"
356.13,12,6,1,1,"NE"
617.28,12,24,0,1,"NE"
949.67,16,31,0,1,"NE"
474.83,12,12,0,1,"NE"
356.13,8,7,0,1,"NE"
1157.41,14,9,0,1,"NE"
902.18,12,16,0,1,"NE"
1068.38,12,30,0,1,"NE"
740.74,14,0,0,1,"NE"
356.13,15,0,0,1,"NE"
213.68,11,15,0,1,"NE"
1246.44,16,5,0,1,"NE"
521.26,12,27,0,1,"NE"
830.96,12,37,0,1,"NE"
712.25,12,37,0,1,"NE"
439.22,12,22,1,1,"NE"
830.96,15,11,0,1,"NE"
522.32,12,7,0,1,"NE"
427.35,12,16,0,1,"NE"
356.13,12,30,0,1,"NE"
379.87,16,4,0,1,"NE"
830.96,15,18,0,1,"NE"
864.2,14,24,0,1,"NE"
641.03,18,11,0,1,"NE"
354.94,14,13,0,1,"NE"
631.53,16,5,0,1,"NE"
712.25,14,22,0,1,"NE"
493.83,14,1,0,1,"NE"
949.67,16,16,0,1,"NE"
351.38,6,30,0,1,"NE"
641.03,12,32,0,1,"NE"
356.13,7,38,0,1,"NE"
626.78,16,30,0,1,"NE"
1187.08,18,20,0,1,"NE"
99.72,12,13,0,1,"NE"
234.14,9,19,0,1,"NE"
344.25,6,36,0,1,"NE"
308.64,8,28,0,1,"NE"
251.95,10,15,0,1,"NE"
712.25,18,7,0,1,"NE"
1716.52,17,17,0,1,"NE"
735.99,16,35,0,1,"NE"
298.15,16,11,0,1,"NE"
712.25,14,14,0,1,"NE"
712.25,18,7,0,1,"NE"
310.22,16,11,0,1,"NE"
224.47,9,43,1,1,"NE"
170.94,18,21,0,1,"NE"
427.35,15,27,0,1,"NE"
379.87,16,5,1,1,"NE"
451.09,12,37,0,1,"NE"
415.48,12,7,0,1,"NE"
474.83,12,25,0,1,"NE"
451.09,9,38,0,1,"NE"
642.48,12,29,0,1,"NE"
629.01,12,5,0,1,"NE"
393.95,12,47,0,1,"NE"
556.74,10,20,0,1,"NE"
5144.03,0,18,0,1,"NE"
522.32,12,33,1,1,"NE"
356.13,12,6,1,1,"NE"
513.6,12,9,0,1,"NE"
246.91,11,4,0,1,"NE"
538.14,12,43,0,1,"NE"
1068.38,16,42,0,1,"NE"
691.36,12,17,0,1,"NE"
261.16,8,19,0,1,"NE"
356.13,12,31,0,1,"NE"
973.41,18,12,0,1,"NE"
593.54,14,9,0,1,"NE"
735.99,8,36,0,1,"NE"
830.96,16,0,0,1,"NE"
427.35,12,9,0,1,"NE"
379.87,12,17,0,1,"NE"
522.32,12,10,0,1,"NE"
588.79,18,11,0,1,"NE"
427.35,5,53,0,1,"NE"
783.48,14,19,0,1,"NE"
902.18,12,36,0,1,"NE"
612.35,6,37,0,1,"NE"
617.28,12,8,0,1,"NE"
925.93,16,48,0,1,"NE"
1899.34,18,12,0,1,"NE"
474.83,18,6,0,1,"NE"
617.28,12,12,0,1,"NE"
1115.86,18,7,0,1,"NE"
641.03,14,14,0,1,"NE"
242.17,10,34,0,1,"NE"
123.46,12,17,0,1,"NE"
356.13,9,31,0,1,"NE"
270.66,3,55,1,1,"NE"
534.19,15,9,0,1,"NE"
830.96,12,25,0,1,"NE"
1899.34,10,6,0,1,"NE"
1234.57,17,7,0,1,"NE"
329.22,14,-2,0,1,"NE"
548.7,11,40,0,1,"NE"
2041.79,18,41,1,1,"NE"
1305.79,18,19,0,1,"NE"
1284.96,16,15,0,1,"NE"
1092.12,16,7,0,1,"NE"
1424.5,14,21,0,1,"NE"
356.13,12,21,0,1,"NE"
432.1,9,39,0,1,"NE"
493.83,12,30,1,1,"NE"
379.87,6,33,1,1,"NE"
498.58,12,22,1,1,"NE"
501.54,12,9,0,1,"NE"
925.93,9,41,0,1,"NE"
308.64,13,8,1,1,"NE"
760.45,13,26,1,1,"NE"
1020.89,12,22,0,1,"NE"
546.06,12,2,0,1,"NE"
830.96,16,23,0,1,"NE"
403.61,10,36,1,1,"NE"
1377.02,16,1,1,1,"NE"
256.41,11,1,1,1,"NE"
339.51,12,10,0,1,"NE"
125.98,9,31,0,1,"NE"
735.99,14,10,0,1,"NE"
459.24,11,27,0,1,"NE"
1044.63,12,37,0,1,"NE"
1543.21,16,21,0,1,"NE"
712.25,14,7,0,1,"NE"
759.73,12,40,0,1,"NE"
320.51,12,36,0,1,"NE"
474.83,12,36,0,1,"NE"
878.44,14,24,0,1,"NE"
498.58,12,24,0,1,"NE"
854.7,18,6,0,1,"NE"
1187.08,10,38,0,1,"NE"
474.83,12,42,0,1,"NE"
807.22,12,18,0,1,"NE"
356.13,7,24,0,1,"NE"
1661.92,16,23,0,1,"NE"
451.09,12,43,0,1,"NE"
617.28,16,10,0,1,"NE"
1424.5,16,21,0,1,"NE"
830.96,18,26,0,1,"NE"
1579.1,18,23,0,1,"NE"
262.35,13,0,0,1,"NE"
987.65,18,5,0,1,"NE"
508.35,10,47,0,1,"NE"
189.93,10,17,0,1,"NE"
574.22,16,22,0,1,"NE"
1424.5,18,18,0,1,"NE"
925.93,18,17,0,1,"NE"
569.8,12,11,0,1,"NE"
370.37,11,5,0,1,"NE"
284.9,4,51,0,1,"NE"
261.16,8,34,1,1,"NE"
165.43,12,1,1,1,"NE"
451.09,14,8,0,1,"NE"
759.73,12,27,1,1,"NE"
925.93,18,3,0,1,"NE"
712.25,12,15,0,1,"NE"
275.96,8,39,0,1,"NE"
474.83,12,8,0,1,"NE"
356.13,8,31,0,1,"NE"
284.9,9,17,0,1,"NE"
451.09,11,25,0,1,"NE"
356.13,0,46,0,1,"NE"
830.96,16,15,0,1,"NE"
593.54,13,34,1,1,"NE"
534.19,12,29,0,1,"NE"
284.9,9,24,1,1,"NE"
271.6,8,45,1,1,"NE"
593.54,11,35,1,1,"NE"
593.54,12,11,0,1,"NE"
1068.38,14,20,1,1,"NE"
427.35,14,2,1,1,"NE"
522.32,12,40,0,1,"NE"
432.1,12,34,1,1,"NE"
474.83,18,34,0,1,"NE"
1440.33,13,2,0,1,"NE"
329.22,13,7,0,1,"NE"
534.19,14,9,1,1,"NE"
641.03,16,33,0,1,"NE"
427.35,14,1,0,1,"NE"
1187.08,16,32,0,1,"NE"
356.13,18,21,0,1,"NE"
949.67,16,15,0,1,"NE"
1115.86,16,13,0,1,"NE"
680.6,12,44,0,1,"NE"
440.92,11,48,0,1,"NE"
735.99,18,40,0,1,"NE"
1399.18,12,30,0,1,"NE"
339.51,12,10,0,1,"NE"
712.25,10,25,0,1,"NE"
333.57,13,14,0,1,"NE"
688.51,16,14,0,1,"NE"
652.9,12,25,0,1,"NE"
1139.6,12,36,0,1,"NE"
902.18,16,19,0,1,"NE"
474.83,15,6,0,1,"NE"
949.67,12,52,0,1,"NE"
334.88,5,43,0,1,"NE"
712.25,16,33,0,1,"NE"
1187.08,16,26,0,1,"NE"
712.25,16,7,0,1,"NE"
379.87,12,11,0,1,"NE"
664.77,14,7,0,1,"NE"
949.67,12,38,0,1,"NE"
427.35,12,5,0,1,"NE"
208.26,12,25,0,1,"NE"
455.84,12,13,0,1,"NE"
498.58,8,31,1,1,"NE"
261.16,10,32,1,1,"NE"
261.16,12,6,0,1,"NE"
427.35,12,36,0,1,"NE"
296.3,8,32,0,1,"NE"
354.32,4,47,1,1,"NE"
135.8,12,2,0,1,"NE"
257.2,16,9,0,1,"NE"
1424.5,18,18,0,1,"NE"
949.67,16,11,0,1,"NE"
830.96,17,6,0,1,"NE"
830.96,16,17,0,1,"NE"
546.06,18,16,0,1,"NE"
2136.75,18,23,0,1,"NE"
807.22,7,39,1,1,"NE"
676.64,14,5,0,1,"NE"
299.15,10,42,0,1,"NE"
546.06,15,12,1,1,"NE"
451.09,14,11,1,1,"NE"
949.67,13,19,0,1,"NE"
712.25,12,43,0,1,"NE"
1305.79,18,13,0,1,"NE"
166.19,13,5,1,1,"NE"
997.15,12,10,0,1,"NE"
688.51,15,9,0,1,"NE"
557.93,12,6,0,1,"NE"
807.22,17,17,0,1,"NE"
356.13,16,9,0,1,"NE"
277.78,10,23,0,1,"NE"
688.51,14,10,0,1,"NE"
830.96,12,34,0,1,"NE"
283.95,15,16,0,1,"NE"
166.19,12,13,1,1,"NE"
118.71,12,12,1,1,"NE"
185.19,12,5,1,1,"NE"
664.77,7,26,0,1,"NE"
830.96,11,30,1,1,"NE"
283.95,14,2,1,1,"NE"
415.48,6,28,0,1,"NE"
641.03,16,7,0,1,"NE"
488.08,16,11,0,1,"NE"
474.83,12,44,0,1,"NE"
617.28,9,33,0,1,"NE"
902.18,12,20,0,1,"NE"
1714.68,16,22,0,1,"NE"
878.44,12,15,0,1,"NE"
117.52,16,24,0,1,"NE"
332.38,12,38,0,1,"NE"
759.73,12,44,0,1,"NE"
1685.66,16,18,0,1,"NE"
330.69,10,8,0,1,"NE"
1024.66,6,28,1,1,"NE"
569.8,10,30,0,1,"NE"
474.83,11,31,0,1,"NE"
197.53,12,2,0,1,"NE"
712.25,15,9,0,1,"NE"
1234.57,18,16,0,1,"NE"
89.79,14,-1,0,1,"NE"
977.37,18,25,0,1,"NE"
522.32,13,4,0,1,"NE"
284.9,8,34,0,1,"NE"
830.96,12,7,0,1,"NE"
474.83,8,45,0,1,"NE"
332.38,12,25,0,1,"NE"
401.95,8,18,1,1,"NE"
546.06,12,18,0,1,"NE"
344.25,12,5,0,1,"NE"
432.1,12,24,1,1,"NE"
111.11,12,11,0,1,"NE"
712.25,15,17,1,1,"NE"
759.73,12,10,0,1,"NE"
411.52,16,4,1,1,"NE"
1234.57,12,29,0,1,"NE"
691.36,13,12,0,1,"NE"
783.48,16,6,0,1,"NE"
498.58,12,5,0,1,"NE"
617.28,12,29,0,1,"NE"
522.32,12,6,0,1,"NE"
438.96,16,8,0,1,"NE"
925.93,14,38,0,1,"NE"
2136.75,14,36,0,1,"NE"
1020.89,12,40,0,1,"NE"
949.67,18,33,1,1,"NE"
370.37,16,7,1,1,"NE"
783.48,12,30,1,1,"NE"
617.28,16,18,0,1,"NE"
830.96,10,35,0,1,"NE"
987.65,12,3,0,1,"NE"
2136.75,18,13,0,1,"NE"
92.59,14,0,0,1,"NE"
688.51,12,11,0,1,"NE"
213.68,12,27,0,1,"NE"
477.21,11,44,0,1,"NE"
257.2,12,6,1,1,"NE"
712.25,9,47,0,1,"NE"
474.83,12,45,0,1,"NE"
415.48,12,45,0,1,"NE"
474.83,12,8,0,1,"NE"
593.54,10,11,0,1,"NE"
664.77,16,9,0,1,"NE"
830.96,16,35,0,1,"NE"
552.31,9,20,0,1,"NE"
451.09,12,5,0,1,"NE"
878.44,14,22,1,1,"NE"
427.35,12,6,0,1,"NE"
368,18,6,0,1,"NE"
370.37,15,1,0,1,"NE"
332.38,11,8,0,1,"NE"
593.54,12,40,0,1,"NE"
402.58,6,15,0,1,"NE"
925.93,17,9,0,1,"NE"
593.54,8,29,0,1,"NE"
712.25,11,46,1,1,"NE"
759.73,11,25,0,1,"NE"
830.96,12,45,0,1,"NE"
1044.63,12,18,0,1,"NE"
474.83,11,18,1,1,"NE"
474.83,12,19,0,1,"NE"
493.83,12,48,1,1,"NE"
332.38,12,24,1,1,"NE"
830.96,12,40,0,1,"NE"
641.03,12,43,0,1,"NE"
427.35,12,30,1,1,"NE"
332.38,7,44,0,1,"NE"
403.61,11,13,0,1,"NE"
593.54,12,40,0,1,"NE"
451.09,12,25,0,1,"NE"
178.06,9,13,0,1,"NE"
878.44,14,17,0,1,"NE"
740.74,13,26,0,1,"NE"
308.64,14,1,0,1,"NE"
546.06,12,25,0,1,"NE"
292.02,9,19,0,1,"NE"
404.02,12,23,0,1,"NE"
878.44,12,40,0,1,"NE"
118.71,13,2,0,1,"NE"
347.22,12,11,0,1,"NE"
427.35,18,17,1,1,"NE"
830.96,12,20,0,1,"NE"
284.9,15,11,0,1,"NE"
403.61,7,30,1,1,"NE"
1163.34,16,13,0,1,"NE"
949.67,16,10,0,1,"NE"
973.41,14,14,0,1,"NE"
1092.12,12,15,0,1,"NE"
1187.08,16,28,1,1,"NE"
664.77,13,38,0,1,"NE"
712.25,12,7,0,1,"NE"
107,18,1,0,1,"NE"
474.83,18,2,0,1,"NE"
367.74,16,8,0,1,"NE"
712.25,12,22,0,1,"NE"
837.39,18,9,0,1,"NE"
949.67,18,42,0,1,"NE"
2374.15,18,18,0,1,"NE"
166.19,12,6,0,1,"NE"
379.87,8,45,0,1,"NE"
973.41,18,14,0,1,"NE"
1234.57,16,23,0,1,"NE"
593.54,16,30,0,1,"NE"
1777.78,18,11,0,1,"NE"
2374.15,16,14,0,1,"NE"
1661.92,16,9,0,1,"NE"
370.37,12,22,1,1,"NE"
593.54,12,22,0,1,"NE"
1187.08,12,17,0,1,"NE"
1234.57,18,5,0,1,"NE"
609.57,12,12,0,1,"NE"
830.96,14,12,0,1,"NE"
1234.57,18,17,0,1,"NE"
1068.38,12,21,0,1,"NE"
771.6,12,6,0,1,"NE"
830.96,16,16,0,1,"NE"
379.87,12,9,0,1,"NE"
735.99,12,46,0,1,"NE"
641.03,12,40,0,1,"NE"
445.85,16,1,0,1,"NE"
114.86,14,-2,0,1,"NE"
370.37,12,42,0,1,"NE"
1590.69,9,31,0,1,"NE"
591.17,12,41,0,1,"NE"
339.51,15,2,0,1,"NE"
1414.61,18,24,0,1,"NE"
830.96,12,14,0,1,"NE"
925.93,13,16,0,1,"NE"
735.99,15,11,0,1,"NE"
890.31,16,7,0,1,"NE"
997.15,18,25,0,1,"NE"
823.05,16,14,0,1,"NE"
1044.63,16,35,0,1,"NE"
688.51,16,17,0,1,"NE"
807.22,14,18,0,1,"NE"
593.54,12,36,0,1,"NE"
368,16,5,0,1,"NE"
1440.33,16,45,0,1,"NE"
664.77,16,39,0,1,"NE"
899.81,16,7,0,1,"NE"
2015.62,13,3,1,1,"NE"
641.03,12,41,0,1,"NE"
949.67,16,35,0,1,"NE"
712.25,14,6,0,1,"NE"
1080.25,12,36,0,1,"NE"
308.64,12,3,0,1,"NE"
622.03,16,5,0,1,"NE"
641.03,18,4,0,1,"NE"
949.67,12,44,1,1,"NE"
474.83,16,2,1,1,"NE"
1187.08,12,39,0,1,"NE"
261.16,14,23,0,1,"NE"
427.35,12,3,0,1,"NE"
427.35,12,3,0,1,"NE"
474.83,11,5,0,1,"NE"
691.36,13,10,0,1,"NE"
1543.21,16,25,0,1,"NE"
1187.08,16,34,0,1,"NE"
547.14,16,14,0,1,"NE"
1068.38,12,50,0,1,"NE"
1187.08,16,35,0,1,"NE"
830.96,12,44,0,1,"NE"
1258.31,17,13,0,1,"NE"
1566.95,18,29,0,1,"NE"
1305.79,14,18,0,1,"NE"
522.32,13,14,0,1,"NE"
555.56,12,26,0,1,"NE"
1068.38,18,32,0,1,"NE"
345.68,16,3,0,1,"NE"
370.37,14,1,0,1,"NE"
1187.08,12,16,0,1,"NE"
498.58,11,12,0,1,"NE"
617.28,12,36,0,1,"NE"
213.68,16,7,1,1,"NE"
807.22,12,24,1,1,"NE"
498.58,9,38,1,1,"NE"
427.35,16,18,1,1,"NE"
664.77,13,8,0,1,"NE"
1780.63,18,16,1,1,"NE"
1780.63,14,33,0,1,"NE"
735.99,12,39,0,1,"NE"
997.15,12,33,0,1,"NE"
664.77,12,7,0,1,"NE"
353.4,12,18,0,1,"NE"
403.61,12,8,1,1,"NE"
712.25,8,49,1,1,"NE"
1424.5,16,14,0,1,"NE"
356.13,12,17,0,1,"NE"
1020.89,12,14,0,1,"NE"
593.54,14,12,0,1,"NE"
379.87,12,13,0,1,"NE"
783.48,18,18,0,1,"NE"
593.54,11,15,1,1,"NE"
379.87,16,19,0,1,"NE"
1733.14,14,13,0,1,"NE"
1139.6,13,38,0,1,"NE"
949.67,12,20,0,1,"NE"
1424.5,12,34,0,1,"NE"
1068.38,13,6,0,1,"NE"
830.96,12,5,0,1,"NE"
427.35,16,7,1,1,"NE"
451.09,10,25,1,1,"NE"
314.46,3,49,0,1,"NE"
641.03,12,21,0,1,"NE"
652.9,16,1,1,1,"NE"
1424.5,14,32,0,1,"NE"
259.26,15,-1,0,1,"NE"
735.4,18,16,0,1,"NE"
987.65,15,16,0,1,"NE"
2374.15,16,24,0,1,"NE"
1780.63,18,17,0,1,"NE"
1187.08,16,12,0,1,"NE"
308.64,12,5,0,1,"NE"
282.92,16,3,0,1,"NE"
712.25,12,22,1,1,"NE"
474.83,12,33,1,1,"NE"
706.2,18,3,0,1,"NE"
830.96,12,36,0,1,"NE"
1068.38,13,7,0,1,"NE"
1234.57,18,28,0,1,"NE"
273.03,12,48,1,1,"NE"
332.38,12,17,0,1,"NE"
1954.73,12,40,1,1,"NE"
1450.62,16,17,0,1,"NE"
854.7,12,45,0,1,"NE"
2136.75,14,18,0,1,"NE"
1728.4,14,18,0,1,"NE"
432.1,18,1,0,1,"NE"
593.54,14,6,1,1,"NE"
474.83,12,6,0,1,"NE"
1068.38,16,13,0,1,"NE"
356.13,12,1,0,1,"NE"
949.67,16,4,0,1,"NE"
356.13,12,38,0,1,"NE"
379.87,12,4,0,1,"NE"
427.35,13,10,0,1,"NE"
1068.38,14,46,0,1,"NE"
740.74,12,8,0,1,"NE"
522.32,12,4,0,1,"NE"
1020.89,12,27,0,1,"NE"
1970.56,18,13,0,1,"NE"
712.25,12,12,0,1,"NE"
1970.56,16,15,0,1,"NE"
712.25,18,16,0,1,"NE"
569.8,12,35,0,1,"NE"
522.32,12,11,0,1,"NE"
296.77,17,4,0,1,"NE"
462.96,12,4,0,1,"NE"
1329.53,15,10,0,1,"NE"
997.15,18,18,0,1,"NE"
766.86,12,13,0,1,"NE"
474.83,14,5,0,1,"NE"
546.06,14,3,0,1,"NE"
246.91,10,3,0,1,"NE"
1187.08,16,37,0,1,"NE"
949.67,13,17,0,1,"NE"
522.32,12,31,0,1,"NE"
379.87,13,3,0,1,"NE"
783.48,14,21,0,1,"NE"
830.96,12,11,0,1,"NE"
783.48,14,33,0,1,"NE"
641.03,13,18,0,1,"NE"
569.8,14,14,0,1,"NE"
546.06,13,19,0,1,"NE"
2065.53,18,17,1,1,"NE"
322.89,13,10,0,1,"NE"
759.73,16,16,0,1,"NE"
356.13,16,4,0,1,"NE"
973.41,14,11,0,1,"NE"
881.83,12,41,0,1,"NE"
576.13,12,44,0,1,"NE"
1305.79,13,13,0,1,"NE"
427.35,14,10,0,1,"NE"
1234.57,18,20,0,1,"NE"
1022.86,18,32,0,1,"NE"
1044.63,14,35,0,1,"NE"
159.16,12,6,0,1,"NE"
2113.01,16,7,0,1,"NE"
949.67,18,26,0,1,"NE"
600.6,16,3,0,1,"NE"
1614.43,12,40,0,1,"NE"
2374.15,18,27,0,1,"NE"
474.83,16,9,0,1,"NE"
474.83,14,50,1,1,"NE"
1768.76,16,21,0,1,"NE"
123.46,13,0,0,1,"NE"
1187.08,18,10,0,1,"NE"
712.25,18,21,0,1,"NE"
216.05,13,3,0,1,"NE"
2136.75,12,51,0,1,"NE"
1305.79,12,21,0,1,"NE"
949.67,15,7,0,1,"NE"
629.63,12,19,0,1,"NE"
546.06,12,9,0,1,"NE"
949.67,13,26,0,1,"NE"
593.54,14,3,0,1,"NE"
427.35,12,2,0,1,"NE"
96.83,12,22,0,1,"NE"
219.61,16,7,0,1,"NE"
593.54,12,13,0,1,"NE"
1092.12,18,24,0,1,"NE"
1305.79,16,24,0,1,"NE"
1780.63,14,23,0,1,"NE"
403.61,12,12,0,1,"NE"
688.51,12,23,0,1,"NE"
1424.5,18,25,0,1,"NE"
296.3,18,36,0,1,"NE"
949.67,18,31,0,1,"NE"
427.35,15,10,0,1,"NE"
997.15,12,20,0,1,"NE"
1009.02,18,21,0,1,"NE"
1258.31,12,35,0,1,"NE"
1161,18,21,0,1,"NE"
1092.12,18,20,0,1,"NE"
282.92,13,21,0,1,"NE"
593.54,18,17,0,1,"NE"
563.61,18,4,0,1,"NE"
1020.89,14,28,0,1,"NE"
1543.21,12,45,0,1,"NE"
795.35,17,19,0,1,"NE"
284.9,12,2,0,1,"NE"
664.77,12,18,0,1,"NE"
451.09,12,31,0,1,"NE"
712.25,12,4,0,1,"NE"
356.13,12,4,0,1,"NE"
1068.38,16,5,0,1,"NE"
361.34,16,5,0,1,"NE"
1543.21,16,16,0,1,"NE"
1780.63,16,18,0,1,"NE"
308.64,0,30,0,1,"NE"
308.64,8,24,1,1,"NE"
1090.53,10,11,1,1,"NE"
641.03,13,18,0,1,"NE"
170.94,12,14,0,1,"NE"
759.73,18,12,1,1,"NE"
474.83,12,36,0,1,"NE"
712.25,12,11,0,1,"NE"
308.64,12,6,0,1,"NE"
1111.11,12,24,0,1,"NE"
1068.38,16,27,0,1,"NE"
807.22,15,4,0,1,"NE"
474.83,8,22,0,1,"NE"
712.25,12,13,0,1,"NE"
712.25,12,42,0,1,"NE"
949.67,13,26,0,1,"NE"
271.6,14,-1,0,1,"NE"
189.93,12,0,0,1,"NE"
712.25,16,15,0,1,"NE"
546.06,12,20,0,1,"NE"
593.54,15,5,0,1,"NE"
522.32,12,6,0,1,"NE"
474.83,12,20,0,1,"NE"
765.43,12,40,0,1,"NE"
712.25,12,24,0,1,"NE"
712.25,16,10,0,1,"NE"
688.51,14,7,0,1,"NE"
123.46,16,1,0,1,"NE"
712.25,16,13,0,1,"NE"
522.32,16,9,0,1,"NE"
1187.08,16,35,0,1,"NE"
617.28,12,23,0,1,"NE"
617.28,12,48,0,1,"NE"
1020.89,17,10,0,1,"NE"
949.67,18,16,0,1,"NE"
783.48,12,29,0,1,"NE"
807.22,14,20,0,1,"NE"
1377.02,18,19,0,1,"NE"
1080.25,16,31,0,1,"NE"
332.38,9,24,1,1,"NE"
356.13,12,10,1,1,"NE"
1187.08,14,23,0,1,"NE"
830.96,14,27,0,1,"NE"
313.39,12,1,1,1,"NE"
854.7,12,9,0,1,"NE"
514.67,10,37,0,1,"NE"
949.67,16,14,0,1,"NE"
522.32,12,8,0,1,"NE"
829.63,12,14,0,1,"NE"
919.36,12,11,0,1,"NE"
639.13,14,19,0,1,"NE"
427.35,17,2,0,1,"NE"
427.35,18,9,0,1,"NE"
379.87,16,4,0,1,"NE"
273.03,13,5,0,1,"NE"
512.82,18,12,0,1,"NE"
533,18,5,0,1,"NE"
599.48,15,18,0,1,"NE"
1139.6,13,44,0,1,"NE"
603.04,16,2,0,1,"NE"
603.04,16,5,0,1,"NE"
401.12,12,21,0,1,"NE"
830.96,16,10,0,1,"NE"
308.64,12,13,0,1,"NE"
498.58,12,10,0,1,"NE"
569.8,15,15,0,1,"NE"
441.31,14,12,0,1,"NE"
344.53,9,46,0,1,"NE"
593.54,14,11,0,1,"NE"
759.73,18,11,0,1,"NE"
1543.21,18,43,0,1,"NE"
593.54,14,5,0,1,"NE"
1661.92,12,18,0,1,"NE"
427.35,12,8,0,1,"NE"
101.85,13,1,0,1,"NE"
759.73,12,24,0,1,"NE"
246.91,10,43,0,1,"NE"
150.56,12,3,0,1,"NE"
362.14,12,9,0,1,"NE"
427.35,12,17,0,1,"NE"
1020.89,14,20,0,1,"NE"
332.38,12,13,0,1,"NE"
1187.08,16,30,0,1,"NE"
522.32,14,4,0,1,"NE"
1187.08,16,30,0,1,"NE"
77.16,16,1,0,1,"NE"
1068.38,16,6,0,1,"NE"
1068.38,16,13,0,1,"NE"
1305.79,16,20,1,1,"NE"
939.35,18,12,0,1,"NE"
356.13,10,43,1,1,"NE"
1068.38,12,35,0,1,"NE"
284.9,8,36,0,1,"NE"
237.42,12,5,0,1,"NE"
379.87,12,11,0,1,"NE"
899.95,18,28,0,1,"NE"
178.06,12,39,0,1,"NE"
396.49,12,2,0,1,"NE"
106.84,12,5,0,1,"NE"
890.31,12,13,0,1,"NE"
1187.08,14,25,0,1,"NE"
182.1,17,-1,0,1,"NE"
1037.27,12,28,0,1,"NE"
919.99,14,21,0,1,"NE"
617.28,12,27,0,1,"NE"
759.73,12,25,0,1,"NE"
791.64,18,20,0,1,"NE"
381.22,16,12,0,1,"NE"
854.7,14,11,0,1,"NE"
1328.23,16,19,0,1,"NE"
830.96,12,35,0,1,"NE"
854.7,12,17,0,1,"NE"
522.32,12,8,0,1,"NE"
332.38,14,7,0,1,"NE"
1039.89,17,2,0,1,"NE"
1068.38,16,34,0,1,"NE"
878.44,16,14,0,1,"NE"
1068.38,18,6,0,1,"NE"
593.54,16,12,0,1,"NE"
393.83,16,0,0,1,"NE"
332.38,16,12,0,1,"NE"
498.58,8,32,0,1,"NE"
242.17,16,4,0,1,"NE"
1152.26,12,42,0,1,"NE"
617.28,12,28,0,1,"NE"
1424.5,18,24,0,1,"NE"
246.91,16,-1,0,1,"NE"
854.7,12,17,0,1,"NE"
890.31,15,13,0,1,"NE"
671.06,12,30,0,1,"NE"
522.32,11,43,0,1,"NE"
123.46,14,3,0,1,"NE"
664.77,18,13,0,1,"NE"
474.83,11,41,0,1,"NE"
569.8,16,2,0,1,"NE"
474.83,9,28,0,1,"NE"
569.8,12,3,0,1,"NE"
1305.79,18,17,0,1,"NE"
902.18,14,5,0,1,"NE"
895.06,16,4,0,1,"NE"
351.38,12,14,0,1,"NE"
1228.96,18,30,0,1,"NE"
493.83,12,11,0,1,"NE"
546.06,13,12,0,1,"NE"
219.61,12,8,0,1,"NE"
712.25,18,13,0,1,"NE"
406.85,13,13,0,1,"NE"
427.35,8,22,0,1,"NE"
557.93,12,12,0,1,"NE"
593.54,11,31,0,1,"NE"
546.06,12,27,0,1,"NE"
448.93,18,8,0,1,"NE"
522.32,12,27,0,1,"NE"
664.77,14,25,0,1,"NE"
137.23,14,2,0,1,"NE"
246.91,11,11,0,1,"NE"
427.35,10,13,0,1,"NE"
440.92,11,11,0,1,"NE"
1139.6,16,9,0,1,"NE"
759.73,12,13,0,1,"NE"
474.83,5,44,0,1,"NE"
1141.98,13,20,0,1,"NE"
308.64,12,26,0,1,"NE"
552.1,10,21,0,1,"NE"
474.83,13,19,0,1,"NE"
664.77,18,14,0,1,"NE"
1424.5,16,27,0,1,"NE"
885.92,12,17,0,1,"NE"
356.13,12,9,0,1,"NE"
498.58,12,30,0,1,"NE"
807.22,12,15,0,1,"NE"
498.58,12,15,0,1,"NE"
593.54,12,10,0,1,"NE"
522.32,12,13,0,1,"NE"
411.52,12,18,0,1,"NE"
569.8,12,20,0,1,"NE"
605.41,14,7,0,1,"NE"
555.56,11,45,0,1,"NE"
546.06,14,20,0,1,"NE"
712.25,12,27,0,1,"NE"
593.54,12,24,0,1,"NE"
522.32,16,12,1,1,"NE"
1073.12,16,8,0,1,"NE"
997.15,16,13,0,1,"NE"
557.93,16,9,0,1,"NE"
167.14,14,0,0,1,"NE"
308.64,13,10,0,1,"NE"
474.83,16,35,0,1,"NE"
284.9,16,2,0,1,"NE"
847.17,17,9,0,1,"NE"
269.35,16,3,0,1,"NE"
356.13,12,14,0,1,"NE"
455.56,12,31,0,1,"NE"
427.35,12,43,0,1,"NE"
294.4,12,6,0,1,"NE"
949.67,18,29,0,1,"NE"
284.9,13,18,0,1,"NE"
807.22,6,42,0,1,"NE"
261.16,12,15,0,1,"NE"
237.42,12,3,0,1,"NE"
356.13,11,26,0,1,"NE"
370.37,12,22,0,1,"NE"
617.28,12,27,0,1,"NE"
478.71,12,49,0,1,"NE"
888.01,12,41,0,1,"NE"
474.83,14,7,0,1,"NE"
617.28,14,13,0,1,"NE"
423.22,10,24,0,1,"NE"
712.25,15,18,0,1,"NE"
593.54,9,46,0,1,"NE"
