"make","vehicle.age","passengers","cause"
"Ford",1,0,"Not_tire"
"Ford",1,0,"Not_tire"
"Ford",1,2,"Not_tire"
"Ford",1,5,"Not_tire"
"Ford",1,0,"Not_tire"
"Ford",1,2,"Not_tire"
"Ford",1,0,"Not_tire"
"Ford",1,3,"Not_tire"
"Ford",1,1,"Not_tire"
"Ford",1,4,"Not_tire"
"Ford",1,2,"Not_tire"
"Ford",1,0,"Not_tire"
"Ford",1,3,"Not_tire"
"Ford",1,0,"Not_tire"
"Ford",1,0,"Not_tire"
"Ford",1,0,"Not_tire"
"Ford",1,0,"Not_tire"
"Ford",1,3,"Not_tire"
"Ford",1,1,"Not_tire"
"Ford",1,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,2,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,3,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,2,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,2,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,4,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,3,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,4,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,3,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,2,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,2,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,3,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,3,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,2,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,3,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,2,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,2,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,2,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,2,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,2,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,2,"Not_tire"
"Other",2,3,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,2,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,3,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,3,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,3,"Not_tire"
"Other",2,0,"Not_tire"
"Ford",2,2,"Not_tire"
"Ford",2,5,"Not_tire"
"Ford",2,0,"Not_tire"
"Ford",2,2,"Not_tire"
"Ford",2,0,"Not_tire"
"Ford",2,1,"Not_tire"
"Ford",2,2,"Not_tire"
"Ford",2,1,"Not_tire"
"Ford",2,1,"Not_tire"
"Ford",2,0,"Not_tire"
"Ford",2,0,"Not_tire"
"Ford",2,1,"Not_tire"
"Ford",2,0,"Not_tire"
"Ford",2,1,"Not_tire"
"Ford",2,0,"Not_tire"
"Ford",2,4,"Not_tire"
"Ford",2,2,"Not_tire"
"Ford",2,0,"Not_tire"
"Ford",2,1,"Not_tire"
"Ford",2,2,"Not_tire"
"Ford",2,1,"Not_tire"
"Ford",2,3,"Not_tire"
"Ford",2,1,"Not_tire"
"Ford",2,0,"Not_tire"
"Ford",2,1,"Not_tire"
"Ford",2,1,"Not_tire"
"Ford",2,3,"Not_tire"
"Ford",2,0,"Not_tire"
"Ford",2,3,"Not_tire"
"Ford",2,0,"Not_tire"
"Ford",2,2,"Not_tire"
"Ford",2,0,"Not_tire"
"Ford",2,3,"Not_tire"
"Ford",2,1,"Not_tire"
"Ford",2,1,"Not_tire"
"Ford",2,0,"Not_tire"
"Ford",2,1,"Not_tire"
"Ford",2,0,"Not_tire"
"Ford",2,3,"Not_tire"
"Ford",2,2,"Not_tire"
"Ford",2,0,"Not_tire"
"Ford",2,1,"Not_tire"
"Ford",2,4,"Tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,1,"Not_tire"
"Other",3,4,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,1,"Not_tire"
"Other",3,1,"Not_tire"
"Other",3,3,"Not_tire"
"Other",3,1,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,1,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,2,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,1,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,2,"Not_tire"
"Other",3,1,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,4,"Not_tire"
"Other",3,2,"Not_tire"
"Other",3,2,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,2,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,4,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,3,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,3,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,2,"Not_tire"
"Other",3,1,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,6,"Not_tire"
"Other",3,3,"Not_tire"
"Other",3,1,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,3,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,2,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,1,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,2,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,2,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,2,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,3,"Not_tire"
"Other",3,1,"Not_tire"
"Other",3,4,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,1,"Not_tire"
"Other",3,1,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,4,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,1,"Not_tire"
"Other",3,1,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,3,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,1,"Not_tire"
"Other",3,2,"Not_tire"
"Ford",3,1,"Not_tire"
"Ford",3,1,"Not_tire"
"Ford",3,2,"Not_tire"
"Ford",3,2,"Not_tire"
"Ford",3,0,"Not_tire"
"Ford",3,0,"Not_tire"
"Ford",3,1,"Not_tire"
"Ford",3,1,"Not_tire"
"Ford",3,0,"Not_tire"
"Ford",3,0,"Not_tire"
"Ford",3,1,"Not_tire"
"Ford",3,0,"Not_tire"
"Ford",3,0,"Not_tire"
"Ford",3,1,"Not_tire"
"Ford",3,0,"Not_tire"
"Ford",3,1,"Not_tire"
"Ford",3,0,"Not_tire"
"Ford",3,1,"Not_tire"
"Ford",3,0,"Not_tire"
"Ford",3,3,"Not_tire"
"Ford",3,0,"Not_tire"
"Ford",3,1,"Not_tire"
"Ford",3,1,"Not_tire"
"Ford",3,1,"Not_tire"
"Ford",3,1,"Not_tire"
"Ford",3,0,"Not_tire"
"Ford",3,0,"Not_tire"
"Ford",3,0,"Not_tire"
"Ford",3,1,"Not_tire"
"Ford",3,1,"Not_tire"
"Ford",3,2,"Not_tire"
"Ford",3,1,"Not_tire"
"Ford",3,0,"Not_tire"
"Ford",3,3,"Tire"
"Ford",3,3,"Tire"
"Ford",3,0,"Not_tire"
"Ford",3,0,"Not_tire"
"Other",4,1,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,1,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,2,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,2,"Not_tire"
"Other",4,1,"Not_tire"
"Other",4,1,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,1,"Not_tire"
"Other",4,1,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,1,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,1,"Not_tire"
"Other",4,1,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,1,"Not_tire"
"Other",4,1,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,4,"Not_tire"
"Other",4,2,"Not_tire"
"Other",4,2,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,3,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,1,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,1,"Not_tire"
"Other",4,1,"Not_tire"
"Other",4,1,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,1,"Not_tire"
"Other",4,1,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,1,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,1,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,1,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,1,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,2,"Not_tire"
"Other",4,3,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,4,"Not_tire"
"Other",4,4,"Not_tire"
"Other",4,1,"Not_tire"
"Other",4,1,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,3,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,1,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,5,"Not_tire"
"Other",4,3,"Not_tire"
"Other",4,1,"Not_tire"
"Other",4,1,"Not_tire"
"Other",4,2,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,2,"Not_tire"
"Other",4,4,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,2,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,1,"Not_tire"
"Other",4,1,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,2,"Not_tire"
"Other",4,6,"Not_tire"
"Other",4,0,"Not_tire"
"Other",4,3,"Not_tire"
"Other",4,0,"Not_tire"
"Ford",4,0,"Not_tire"
"Ford",4,0,"Not_tire"
"Ford",4,0,"Not_tire"
"Ford",4,1,"Not_tire"
"Ford",4,0,"Not_tire"
"Ford",4,3,"Not_tire"
"Ford",4,3,"Not_tire"
"Ford",4,1,"Not_tire"
"Ford",4,0,"Not_tire"
"Ford",4,1,"Not_tire"
"Ford",4,0,"Not_tire"
"Ford",4,0,"Not_tire"
"Ford",4,4,"Not_tire"
"Ford",4,1,"Not_tire"
"Ford",4,3,"Not_tire"
"Ford",4,3,"Not_tire"
"Ford",4,0,"Not_tire"
"Ford",4,0,"Not_tire"
"Ford",4,0,"Not_tire"
"Ford",4,0,"Not_tire"
"Ford",4,1,"Not_tire"
"Ford",4,1,"Not_tire"
"Ford",4,0,"Not_tire"
"Ford",4,2,"Not_tire"
"Ford",4,1,"Not_tire"
"Ford",4,0,"Not_tire"
"Ford",4,0,"Not_tire"
"Ford",4,4,"Not_tire"
"Ford",4,1,"Not_tire"
"Ford",4,3,"Not_tire"
"Ford",4,3,"Not_tire"
"Ford",4,2,"Not_tire"
"Ford",4,0,"Not_tire"
"Ford",4,0,"Not_tire"
"Ford",4,0,"Not_tire"
"Ford",4,1,"Not_tire"
"Ford",4,0,"Not_tire"
"Ford",4,0,"Not_tire"
"Ford",4,1,"Not_tire"
"Ford",4,1,"Not_tire"
"Ford",4,2,"Not_tire"
"Ford",4,1,"Not_tire"
"Ford",4,1,"Not_tire"
"Ford",4,3,"Not_tire"
"Ford",4,1,"Not_tire"
"Ford",4,0,"Not_tire"
"Ford",4,0,"Not_tire"
"Ford",4,0,"Not_tire"
"Ford",4,0,"Not_tire"
"Ford",4,1,"Not_tire"
"Ford",4,1,"Not_tire"
"Ford",4,2,"Not_tire"
"Ford",4,2,"Not_tire"
"Ford",4,3,"Tire"
"Ford",4,3,"Tire"
"Ford",4,3,"Tire"
"Ford",4,3,"Tire"
"Ford",4,1,"Tire"
"Ford",4,1,"Tire"
"Ford",4,6,"Tire"
"Ford",4,4,"Tire"
"Ford",4,1,"Not_tire"
"Ford",4,0,"Not_tire"
"Other",0,3,"Not_tire"
"Other",0,1,"Not_tire"
"Other",0,0,"Not_tire"
"Other",0,0,"Not_tire"
"Other",0,0,"Not_tire"
"Other",0,0,"Not_tire"
"Other",0,0,"Not_tire"
"Other",0,0,"Not_tire"
"Other",0,3,"Not_tire"
"Other",0,0,"Not_tire"
"Other",0,0,"Not_tire"
"Ford",0,0,"Not_tire"
"Ford",0,1,"Not_tire"
"Ford",0,0,"Not_tire"
"Other",1,2,"Not_tire"
"Other",1,1,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,1,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,2,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,1,"Not_tire"
"Other",1,1,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,1,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,1,"Not_tire"
"Other",1,1,"Not_tire"
"Other",1,3,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,3,"Not_tire"
"Other",1,2,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,3,"Not_tire"
"Other",1,1,"Not_tire"
"Other",1,1,"Not_tire"
"Other",1,2,"Not_tire"
"Other",1,3,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,1,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,3,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,2,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,4,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,1,"Not_tire"
"Other",1,1,"Not_tire"
"Other",1,3,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,2,"Not_tire"
"Other",1,1,"Not_tire"
"Other",1,1,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,4,"Not_tire"
"Other",1,1,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,2,"Not_tire"
"Other",1,1,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,3,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,1,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,4,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,4,"Not_tire"
"Other",1,4,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,4,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,3,"Not_tire"
"Other",1,3,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,1,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,4,"Not_tire"
"Other",1,3,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,3,"Not_tire"
"Other",1,6,"Not_tire"
"Other",1,4,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,3,"Not_tire"
"Other",1,1,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,3,"Not_tire"
"Other",1,3,"Not_tire"
"Other",1,1,"Not_tire"
"Other",1,0,"Not_tire"
"Other",1,1,"Not_tire"
"Ford",1,0,"Not_tire"
"Ford",1,1,"Not_tire"
"Ford",1,0,"Not_tire"
"Ford",1,2,"Not_tire"
"Ford",1,0,"Not_tire"
"Ford",1,1,"Not_tire"
"Ford",1,0,"Not_tire"
"Ford",1,0,"Not_tire"
"Ford",1,2,"Not_tire"
"Ford",1,0,"Not_tire"
"Ford",1,2,"Not_tire"
"Ford",1,1,"Not_tire"
"Ford",1,0,"Not_tire"
"Ford",1,2,"Not_tire"
"Ford",1,0,"Not_tire"
"Ford",1,2,"Not_tire"
"Ford",1,0,"Not_tire"
"Ford",1,1,"Not_tire"
"Ford",1,1,"Not_tire"
"Ford",1,1,"Not_tire"
"Ford",1,0,"Not_tire"
"Ford",1,0,"Not_tire"
"Ford",1,1,"Not_tire"
"Ford",1,0,"Not_tire"
"Ford",1,1,"Not_tire"
"Ford",1,2,"Not_tire"
"Ford",1,3,"Not_tire"
"Ford",1,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,3,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,2,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,3,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,2,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,2,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,2,"Not_tire"
"Other",2,2,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,3,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,5,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,3,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,2,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,2,"Not_tire"
"Other",2,5,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,3,"Not_tire"
"Other",2,2,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,4,"Not_tire"
"Other",2,3,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,3,"Not_tire"
"Other",2,2,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,3,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,5,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,1,"Not_tire"
"Other",2,2,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,4,"Not_tire"
"Other",2,3,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,5,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,2,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Other",2,0,"Not_tire"
"Ford",2,0,"Not_tire"
"Ford",2,1,"Not_tire"
"Ford",2,3,"Not_tire"
"Ford",2,0,"Not_tire"
"Ford",2,0,"Not_tire"
"Ford",2,2,"Not_tire"
"Ford",2,0,"Not_tire"
"Ford",2,1,"Not_tire"
"Ford",2,0,"Not_tire"
"Ford",2,0,"Not_tire"
"Ford",2,0,"Not_tire"
"Ford",2,0,"Not_tire"
"Ford",2,1,"Not_tire"
"Ford",2,0,"Not_tire"
"Ford",2,0,"Not_tire"
"Ford",2,0,"Not_tire"
"Ford",2,0,"Not_tire"
"Ford",2,0,"Not_tire"
"Ford",2,0,"Not_tire"
"Ford",2,0,"Not_tire"
"Ford",2,0,"Not_tire"
"Ford",2,1,"Not_tire"
"Ford",2,0,"Not_tire"
"Ford",2,0,"Not_tire"
"Ford",2,3,"Not_tire"
"Ford",2,1,"Not_tire"
"Ford",2,0,"Not_tire"
"Ford",2,3,"Not_tire"
"Ford",2,1,"Not_tire"
"Ford",2,0,"Not_tire"
"Ford",2,0,"Not_tire"
"Ford",2,1,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,2,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,3,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,4,"Not_tire"
"Other",3,1,"Not_tire"
"Other",3,3,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,1,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,2,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,1,"Not_tire"
"Other",3,1,"Not_tire"
"Other",3,1,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,1,"Not_tire"
"Other",3,0,"Tire"
"Other",3,2,"Tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,1,"Not_tire"
"Other",3,3,"Not_tire"
"Other",3,1,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,1,"Not_tire"
"Other",3,1,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,2,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,1,"Not_tire"
"Other",3,2,"Not_tire"
"Other",3,2,"Not_tire"
"Other",3,3,"Not_tire"
"Other",3,1,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,1,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,0,"Not_tire"
"Other",3,1,"Not_tire"
"Other",3,3,"Not_tire"
